Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;600;600;600;;601$a;;606$a;606$a;;607$a;;300$a;330$a
MEM REY;23092367;16;Théâtralité dans les rituels en mouvement;;Rey Ramos;Xulia;Tutrice de mémoire : Muriel Ryngaert;2015;fre;;;;;;Haute école des arts du Rhin;;Carnavals;Processions;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM KLE;23092408;16;Vagabondage scénographique dans les cités spectaculaires;;Klein;Kevin;Tutrice de mémoire : Muriel Ryngaert;2015;fre;;;;;;Haute école des arts du Rhin;;Scénographie;Spectateurs;Lieux imaginaires;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM CHU;2309241X;16;La scénographie à la rencontre de la composition musicale;;Chudeau;Maxime;Tutrice de mémoire : Muriel Ryngaert;2015;fre;;;;;;Haute école des arts du Rhin;;Scénographie;Sons et musique;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM GAN;23093054;16;Les émotions dans l'éducation;Des images pour améliorer les compétences émotionnelles de l'enfant;Gand;Daisy;Tuteur de mémoire : Olivier Deloignon;2015;fre;;;;;;Haute école des arts du Rhin;;Émotions;Apprentissage, Psychologie de l';;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM KER;23093078;16;L'art et la question de la transmission au spectateur;;Kervadec;Agathe;Tuteur de mémoire : Sandrine Israel-Jost;2015;fre;;;;;;Haute école des arts du Rhin;;Arts;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM CHA;23093120;16;Connai(sens);Du renouvellement des connaissances par l'exploration sensorielle et des oeuvres d'art susceptibles de provoquer ce renouvellement;Chaudat;Evantias;Tuteur de mémoire : Sandrine Israel-Jost;2015;fre;;;;;;Haute école des arts du Rhin;;Sens et sensations;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM CUE;23093144;16;La représentation de l'évolution et des classifications biologiques;Etude du développement des traductions graphiques de l'ordre de la nature;Cuerq;Colin;Tuteur de mémoire : Olivier Deloignon;2015;fre;;;;;;Haute école des arts du Rhin;;Evolution (biologie);Animaux;Représentation des connaissances;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM WIL;23093385;16;Les activités créatives manuelles à destination des jeunes déficients intellectuels;Rôle et influence dans le développement personnel et les apprentissages;Willauer;Sandra;Tuteur de mémoire : Olivier Deloigneon;2015;fre;;;;;;Haute école des arts du Rhin;;Jeunes handicapés mentaux;Activités créatrices et manuelles;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM MAU;23093397;16;Les cartes de villes contemporaines;;Mauraisin;William;Tuteur de mémoire : Annie Latimier;2015;fre;;;;;;Haute école des arts du Rhin;;Villes;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM GAU;23093402;16;Vers un jeu vidéo constructiviste;Comment se passer de tutoriel ?;Gauvin;Kevin;Tuteur de mémoire : Charlet Denner;2015;fre;;;;;;Haute école des arts du Rhin;;Jeux vidéo;Constructivisme (psychologie);;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM LOM;23093414;16;Dialogue intime, le dessous des mots;Usages et fonctions de la lettre à l'intérieur des oeuvres d'art brut;Lombrez;Emeline;Tuteur de mémoire : Olivier Deloignon;2015;fre;;;;;;Haute école des arts du Rhin;;Art brut;Écriture;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM DUB;23093426;16;L'entre-deux;Lorsque l'homme, perturbé par les mutations, invente des terminologies et des interfaces afin de supporter la transition;Dubois;Mathilde;Tuteur de mémoire : Sandra Chamaret;2015;fre;;;;;;Haute école des arts du Rhin;;Technique du livre;Livres électroniques;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM DUB;23093438;16;L'écrit...éphémère;;Duband;Camille;Tuteur de mémoire : Sandra Chamaret;2015;fre;;;;;;Haute école des arts du Rhin;;Écriture;Lecture;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM MIL;2309344X;16;L'image parle d'elle-même;La photographie de presse, entre retouche et intégrité, expression et document;Milon;Sidonie;Tuteur de mémoire : Olivier Deloignon;2015;fre;;;;;;Haute école des arts du Rhin;;Photographie de presse;Retouche (photographie);;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM GUI;23093451;16;Notre corps animé;Des images animées pour les sciences du corps humain;Guitard;Aliciane;Tuteur de mémoire : Janine Wild;2015;fre;;;;;;Haute école des arts du Rhin;;Anatomie humaine;Animation (cinéma);Langages de programmation;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM FAU;23093463;16;Les maux des mots;;Faure;Pauline;Tuteur de mémoire : Sandrine Israel-Jost;2015;fre;;;;;;Haute école des arts du Rhin;;Médecine;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM DUB;23093618;16;Frontières;Evolutions entre environnements biologiques et simulés;Dubray;Nicolas;Sous la direction de Pierre Doze;2015;fre;;;;;;Haute école des arts du Rhin;;Design;Médias numériques;Electronique numérique;;;Mémoire de DNSEP option Design;
MEM AUB;23093643;16;La tête de l'emploi;Un état des lieux de la communication du designer indépendant aujourd'hui;Aubert;Maude;Sous la direction de Pierre Doze;2015;fre;;;;;;Haute école des arts du Rhin;;Design;Designers;;;;Mémoire de DNSEP option Design;
MEM CHA;23093655;16;Look but don't touch;;Chatellier;Emeline;Sous la direction de Pierre Doze;2015;fre;;;;;;Haute école des arts du Rhin;;Design;Vitrines;Commerce électronique;;;Mémoire de DNSEP option Design;
MEM CHA;23093667;16;Ce qu'il restera de nous;Matière pour un projet de design cinéraire;Chauffert;Jessica;Sous la direction de Pierre Doze;2015;fre;;;;;;Haute école des arts du Rhin;;Design;Mort;Crémation;;;Mémoire de DNSEP option Design;
MEM COU;23093679;16;Qui perd gagne;;Courtois;Caroline;Sous la direction de Pierre Doze;2015;fre;;;;;;Haute école des arts du Rhin;;Design;Design et récupération;Objets usuels;;;Mémoire de DNSEP option Design;
MEM GRA;23097154;16;Insomnie;;Graveline;Violette;;2014;fre;;;;;;Haute école des arts du Rhin;;Théâtre;Théâtre;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM DON;23104956;16;Le souvenir;Mémoire DNSEP Art, Equipe 1;Dong;Zhigang;Sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Souvenir dans l'art;Enfance;;;;;
MEM BEN;23104968;16;De l'oeil au regard;Mémoire DNSEP Art, Peinture;Benoît du Rey;Diane;Sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Création (esthétique);Peinture;;;;;
MEM NZU;2310497X;16;Je n'avais pas d'intimité et je me mis à faire de l'art;Mémoire DNSEP Art, Equipe 1;Nzuzi Polo;Alain;Sous la direction de Jean-Christophe Lanquetin;2014;fre;;;;;;Haute école des arts du Rhin;;Sexualité;Vie urbaine;;;;;
MEM BOU;23104981;16;Dossier Jugaad Innovation dans La théorie du point Q;Mémoire DNSEP Art, Equipe 1;Boudeau;Marc;;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;;
MEM GRA;23104993;16;Yes No future;Mémoire DNSEP Art, Hors format;Grasser;Bruno;;2014;fre;;;;;;Haute école des arts du Rhin;;Répétition (esthétique);Art et technologie;;;;;
MEM GUG;23105005;16;Vision-s d'ensemble-s;Analyse de situations collectives;Gugger;Martin;;2014;fre;;;;;;Haute école des arts du Rhin;;Art collectif;;;;;;
MEM BOU;23105017;16;De la légéreté du propos, de la gravité des corps et des choses, de la (relative) apesanteur du ciel.;;Boullé;Claire;Mémoire réalisé sous la direction de Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Objets usuels;Biens de consommation;;;;Mémoire de DNSEP option Design, Atelier Design;
MEM MAU;23105029;16;Mémoires;;Maufay;Adrien;mémoire réalisé sous la direction de Muriel Ryngaert;2014;fre;;;;;;Haute école des arts du Rhin;;Génocide;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM BER;23105030;16;De la place pour la langue;Mémoire DNSEP Art, mention Art pôle 2, Atelier transversal;Berthaud;Nadège;Mémoire réalisé sous la direction de Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Écriture;;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM LEB;23105042;16;Mamoto;Concevoir un objet technique aujourd'hui;Leblanc;Maxime;Mémoire réalisé sous la direction de Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Objets usuels;;;;;Mémoire de DNSEP option Design, Atelier Design;
MEM LAR;23105066;16;Roches meubles;Mémoire DNSEP Art, mention Art pôle 2, Atelier Terre;Larminat;Geneviève de;Mémoire réalisé sous la direction de Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Paysage;;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM DUR;23107179;16;Who's there ?;Mémoire DNSEP Art, No Name;Durand;Chloé;;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;;
MEM AUR;23107180;16;Au gré des marées;Une réflexion croisée sur l'art, l'événement et la photographie;Aurière;Camille;Sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;Photographie;Art éphémère;;;;;
MEM CHO;23107192;16;Entre chien et loup;Mémoire DNSEP Art, La Fabrique;Choi;Eungi;Sous la direction de Sandrine Israel-Jost;2014;fre;;;;;;Haute école des arts du Rhin;;Différence (philosophie);;;;;;
MEM SHI;23107208;16;Eléphant blanc;Mémoire DNSEP Art, Peintures;Shishkova;Kristina;Sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Peinture;Création (esthétique);;;;;
MEM MOR;2310721X;16;Portrait de l'artiste en jeune homme;Mémoire DNSEP Art, Peinture;Morel;Pierre-Yves;Sous la direction de Nicolas Fourgeaud;2014;fre;Pollock, Jackson(1912-1956);;;;;Haute école des arts du Rhin;;Peinture;;;;;;
MEM DEL;23107257;16;Accro;Mémoire DNSEP Art, Hors format;Del Castillo;Paula;Sous la direction de Philippe Lepeut;2014;fre;;;;;;Haute école des arts du Rhin;;Drogues et arts;Drogues;;;;;
MEM CHE;23107269;16;Les notes de la vie quotidienne;Mémoire DNSEP Art, Hors format;Chen;Xiao;Sous la direction de Oh-Eun Lee;2014;fre;;;;;;Haute école des arts du Rhin;;Artistes;;;;;;
MEM CER;23107270;16;Eurydice;Mémoire DNSEP Art, Hors format;Cerbelaud;Maylis;Sous la direction de Philippe Lepeut;2014;fre;;;;;;Haute école des arts du Rhin;;Oeuvres;;;;;;
MEM WIT;23107282;16;La phenixologie performative;Possibles modes d'existence et de survivance d'oeuvres éphémères et immatérielles : Mémoire DNSEP Art, Hors format;Witte de;Lucille;Sous la direction d'Anne Laforêt;2014;fre;;;;;;Haute école des arts du Rhin;;Art de performance;;;;;;
MEM CHA;23107359;16;Quelque chose gonfle;Mémoire DNSEP Art, La Fabrique;Chanteloup;Antoine;Sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;Cinéma;Poésie;;;;;
MEM CHA;23107360;16;Quelque chose gonfle;Mémoire DNSEP Art, La Fabrique;Chanteloup;Antoine;Sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;Cinéma;Poésie;;;;;
MEM CHE;23107372;16;Amateurs;Hackers & makers, modèles pour le futur citoyen ? : Mémoire DNSEP Art, La Fabrique;Chesnais;Nicolas;Sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;Pirates informatiques;Citoyenneté;;;;;
MEM NIK;23107384;16;La boîte noire;Chamanisme et art;Niknam;Saba;Tuteur de mémoire : Thomas Soriano;2014;fre;;;;;;Haute école des arts du Rhin;;Chamanisme;;;;;;
MEM BUR;23107396;16;En forme de dauphin;Mémoire DNSEP Art, No Name;Buros;Anna;Sous la direction de Sandrine Israel-Jost;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;;
MEM DRU;23107401;16;L'oeil des logographes;Mémoire DNSEP Art, Equipe 1;Drummond;William;Sous la direction de Sandrine Israël-Jost;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;;
MEM GAD;23107413;16;Les grands arbres;Mémoire DNSEP Art, Peintures;Gadenne;Bruno;Sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Étrangeté;;;;;;
MEM GOU;23107425;16;La mer est une montagne;Mémoire DNSEP Art, La Fabrique;Gouala;Axel;Sous la direction de Sandrine Israel-Jost;2014;fre;;;;;;Haute école des arts du Rhin;;Ruines (esthétique);Mer;;;;;
MEM GUL;23107437;16;Hominant;Mémoire DNSEP Art, La fabrique;Guldner;Anne;Sous la direction de Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;;
MEM DAN;23107449;16;Le basket-ball comme expérience;Mémoire DNSEP Art, Equipe 1;Dandreis;Alexis;Sous la direction de Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Basket-ball;Sculpture;;;;;
MEM BEN;23107630;16;Histoire d'une fascination;Chronique d'un exercice spirituel;Benétreau-Dupin;Elise;Tutrice de mémoire : Muriel Ryngaert;2014;fre;;;;;;Haute école des arts du Rhin;;Lumière;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM ALE;23107654;16;Eternelle poussière;;Alessandro;Anthony d';Tuteurs de mémoire : Pierre André Weitz et Muriel Ryngaert;2014;fre;;;;;;Haute école des arts du Rhin;;Poussière;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM BEN;23107666;16;Histoire d'une fascination;Chronique d'un exercice spirituel;Benétreau-Dupin;Elise;Tutrice de mémoire : Muriel Ryngaert;2014;fre;;;;;;Haute école des arts du Rhin;;Lumière;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM JAN;23107678;16;Poétique de la banalité;Etat des choses;Jan;Floriane;;2014;fre;;;;;;Haute école des arts du Rhin;;Banalité (philosophie);Objets usuels;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM SAS;2310768X;16;En espagnol, Nevada équivaut à recouverte de neige;;Sassi;Inès;Tutrice de mémoire : Muriel Ryngaert;2014;fre;;;;;;Haute école des arts du Rhin;;Lieu (philosophie);Monuments historiques;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM LEB;23107691;16;Matière de nuit;;Lebeau;Gabin;;2014;fre;;;;;;Haute école des arts du Rhin;;Nuit;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM STE;23107707;16;Antigones;;Steiner;Juliette;;2014;fre;Antigone mythologie grecque : Dans l'art;;;;;Haute école des arts du Rhin;;Théâtre;;;;;Mémoire de DNSEP option Design, atelier de scénographie;
MEM PES;23107719;16;L'envers des corps;;Pessey;Alice;Sous la direction de Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Équipements sportifs;Sport;;;;Mémoire de DNSEP option Design;
MEM BOU;23107720;16;Videsiyata ki pravrtti;;Boudinet;Lorine;Sous la direction de Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Exotisme;Orientalisme (art);Inde;;;Mémoire de DNSEP option Design;
MEM DER;23107756;16;Chambre libre;;Der Agopian;Margaux;Sous la direction de Pierre Doze et Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Chambres à coucher;Bien-être;;;;Mémoire de DNSEP option Design;
MEM MOI;23107768;16;Plus si affinités;Partage, utopie collective;Moissant;Teddy;Sous la direction de Pierre Doze et Frédéric Ruyant;2014;fre;;;;;;Haute école des arts du Rhin;;Objets usuels;Designers;;;;Mémoire de DNSEP option Design;
MEM YAN;2310777X;16;M;Moi, Madame, Mademoiselle, Messieurs, Mémoire, Mao, Monde, Machisme, Manque, Mal..... : Mémoire DNSEP Art, mention Art pôle 2, Atelier Verre;Yan;Huiyu;Mémoire réalisé sous la direction de Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Identité sexuelle;;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM TRA;23107809;16;Amour, gloire et beauté;Mémoire DNSEP Art, mention Art pôle 2, Atelier Bijou;Tran;Alix;Mémoire réalisé sous la direction de Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Mariage;Bijoux;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM SIM;23107810;16;Attitudes;Mémoire DNSEP Art, mention Art pôle 2, Atelier Métal;Simeha;Dorian;Mémoire réalisé sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Dinanderie;Art collectif;Artistes;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM NIV;23107822;16;Balsame;L'ordre des choses : Mémoire DNSEP Art, mention Art pôle 2;Nivet;Amélie J.;Mémoire réalisé sous la direction Pierre Doze;2014;fre;;;;;;Haute école des arts du Rhin;;Industrie cosmétique;Parfums;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM MES;23108275;16;Ici;Mémoire DNSEP Art, mention Art pôle 2, Atelier Terre;Meslet-Tourneux;Mélodie;Mémoire réalisé sous la direction de Cyrille Bret;2014;fre;;;;;;Haute école des arts du Rhin;;Photographie;Céramique;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM CAR;23108299;16;My sweet disease;Mémoire DNSEP Art, mention Art pôle 2, Atelier Bijou;Carré;Sébastien;Mémoire réalisé sous la direction de Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Bijoux;Maladies;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM DEN;23108304;16;Tapis;Mémoire DNSEP Art, mention Art pôle 2, Atelier Bijou;Denidet;Clara;Mémoire réalisé sous la direction de Jean-François Gavoty;2014;fre;;;;;;Haute école des arts du Rhin;;Tapis;Art de performance;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM NOY;23108316;16;Nulle part est impossible;Mémoire DNSEP Art, mention Art pôle 2, Atelier transversal;Noyons;Elsa;Mémoire réalisé sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Utopie;Marche;Art éphémère;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM HAR;23108328;16;L'illusion vertigineuse;L'alternance d'une force centrifuge et d'une force centripète. Cette sensation vertigineuse qui s'exerce sur ma pensée et mon corps;Hardy;Marie-Douce;Mémoire réalisé sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM PIE;2310833X;16;Voir ample;Mémoire DNSEP Art, mention Art pôle 2, Atelier transversal;Pierre-Emmanuel;Héloïse;Mémoire réalisé sous la direction de Nicolas Fourgeaud;2014;fre;;;;;;Haute école des arts du Rhin;;Création (esthétique);;;;;Mémoire de DNSEP Art, mention Art pôle 2;
MEM NOY;23108341;16;Nulle part est impossible;Mémoire DNSEP Art, mention Art pôle 2, Atelier transversal;Noyons;Elsa;Mémoire réalisé sous la direction d'Annie Latimier;2014;fre;;;;;;Haute école des arts du Rhin;;Utopie;Marche;Art éphémère;;;Mémoire de DNSEP Art, mention Art pôle 2;
